FUNCTION00,STREET_N01,Segment_Di,Lanes,Median,Park,Shoulder,Bikelane,PedCrossin,Length,Index,Dir_drive,ADTJan2009-Dec2009,ADTJan2010-Dec2010,ADTJan2011-Dec2011,ADTJan2012-Dec2012,ADTJan2013-Dec2013,ADTJan2014-Dec2014,ADTJan2015-Dec2015,ADTJan2016-Dec2016,ADTJan2017-Dec2017,ADTJan2018-Dec2018,CollisionsJan2009-Dec2009,CollisionsJan2010-Dec2010,CollisionsJan2011-Dec2011,CollisionsJan2012-Dec2012,CollisionsJan2013-Dec2013,CollisionsJan2014-Dec2014,CollisionsJan2015-Dec2015,CollisionsJan2016-Dec2016,CollisionsJan2017-Dec2017,CollisionsJan2018-Dec2018,LnAvgADT,LnLength,SumCollisions,Offset,Offset2,Distance_to_school,Distance_to_senior,Number of DFS,Site_ID,Location_D,Direction,Speed_Limi,Ward,Neighbourh,Neighbou_1,Latitude,Longitude,Interventi,Enforcemen,Site_ID.1,Location_D.1,Direction.1,Speed_Limi.1,Ward.1,Neighbourh.1,Neighbou_1.1,Latitude.1,Longitude.1,Interventi.1,Enforcemen.1,Site_ID.2,Location_D.2,Direction.2,Speed_Limi.2,Ward.2,Neighbourh.2,Neighbou_1.2,Latitude.2,Longitude.2,Interventi.2,Enforcemen.2,avgADT,speed_osm,lanes_osm
Arterial-Class C (Truck Route Low speeds),FORT RD [NB-S] NW,N,2,1,0,0,0,0,982.165,Mid2705,NBD,13439.65404,13695.25926,13950.86448,14041.84901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5955556,-113.4259669,,,,,,,,,,,,,,,,,,,,,,,,,15506.16827,60,5
Arterial-Class C (Truck Route Low speeds),FOX DR [WB-S] NW,W,1,0,2,0,0,0,458.903,Mid2737,WBD,4831.512826,4923.402088,5015.29135,5048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.50367901,-113.5658022,,,,,,,,,,,,,,,,,,,,,,,,,13228.2647,80,3
Arterial-Class C (Truck Route Low speeds),GROAT RD [NB-S] NW,N,2,1,0,1,0,0,874.756,Mid2754,NBD,19101.8,19086.6,19071.4,19056.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5546639,-113.5507391,,,,,,,,,,,,,,,,,,,,,,,,,18866.75899,50,2
Arterial-Class C (Truck Route Low speeds),GROAT RD [NB-S] NW,N,2,1,0,1,0,0,484.59,Mid2758,NBD,17158.13539,17484.46143,17810.78746,17926.94558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5610463,-113.5513703,,,,,,,,,,,,,,,,,,,,,,,,,18092.44237,50,4
Arterial-Class C (Truck Route Low speeds),GROAT RD [NB-S] NW,N,2,1,0,1,0,0,364.624,Mid2759,NBD,15146.92465,15435,15425.125,15415.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.56849716,-113.5493788,,,,,,,,,,,,,,,,,,,,,,,,,15734.18215,60,2
Arterial-Class C (Truck Route Low speeds),GROAT RD [SB-S] NW,S,2,1,0,1,0,0,847.647,Mid2763,SBD,20171.2,19981.4,19791.6,19601.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55511378,-113.5508958,,,,,,,,,,,,,,,,,,,,,,,,,19356.19929,60,2
Arterial-Class C (Truck Route Low speeds),GROAT RD [SB-S] NW,S,2,1,0,1,0,0,446.47,Mid2766,SBD,18650.10735,19004.8088,19359.51025,19485.7688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.56122665,-113.5515374,,,,,,,,,,,,,,,,,,,,,,,,,19441.17621,60,2
Arterial-Class C (Truck Route Low speeds),GROAT RD [SB-S] NW,S,2,1,0,1,0,0,409.363,Mid2768,SBD,16040.92196,16346,16412.625,16479.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.56867735,-113.5495037,,,,,,,,,,,,,,,,,,,,,,,,,16551.97095,40,2
Arterial-Class C (Truck Route Low speeds),JAMES MOWATT TR [NB-S] SW,N,1,0,0,0,0,0,357.066,Mid2771,NBD,4351.333333,4967.666667,5584,8028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.42261353,-113.5162198,,,,,,,,,,,,,,,,,,,,,,,,,9533.277552,40,2
Arterial-Class C (Truck Route Low speeds),JAMES MOWATT TR [NB-S] SW,N,1,0,0,0,0,0,805.458,Mid2776,NBD,2988.523316,3045.361249,3102.199182,3122.431057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.41115438,-113.5269995,,,,,,,,,,,,,,,,,,,,,,,,,3279.710528,40,2
Arterial-Class C (Truck Route Low speeds),JAMES MOWATT TR [NB-S] SW,N,1,0,0,0,0,0,937.247,Mid2777,NBD,5131.382152,5228.97455,5326.566947,5361.30567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.41704947,-113.5180458,,,,,,,,,,,,,,,,,,,,,,,,,6612.789372,40,2
Arterial-Class C (Truck Route Low speeds),JAMES MOWATT TR [SB-S] SW,S,1,0,0,0,0,0,413.574,Mid2781,SBD,4347.333333,5229.666667,6112,7925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.42288474,-113.5166214,,,,,,,,,,,,,,,,,,,,,,,,,8748.763673,60,1
Arterial-Class C (Truck Route Low speeds),JAMES MOWATT TR [SB-S] SW,S,1,0,0,0,0,0,806.841,Mid2784,SBD,3006.840958,3064.027269,3121.21358,3141.569463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.41124477,-113.5271338,,,,,,,,,,,,,,,,,,,,,,,,,3299.812952,40,2
Arterial-Class C (Truck Route Low speeds),JAMES MOWATT TR [SB-S] SW,S,1,0,0,0,0,0,923.399,Mid2785,SBD,5222.054481,5321.371351,5420.688222,5456.040783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.41705023,-113.5182338,,,,,,,,,,,,,,,,,,,,,,,,,6597.159585,60,1
Arterial-Class C (Truck Route Low speeds),KINGSWAY [EB-S] NW,E,1,0,2,0,0,0,449.765,Mid2791,EBD,8942,8894,8846,8798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5557058,-113.496473,,,,,,,,,,,,,,,,,,,,,,,,,8999.750858,50,4
Arterial-Class C (Truck Route Low speeds),KINGSWAY [EB-S] NW,E,1,0,2,0,0,0,573.549,Mid2792,EBD,14815.45729,15097.22854,15378.9998,15479.29832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.56695759,-113.5231133,,,,,,,,,,,,,,,,,,,,,,,,,16259.00356,60,1
Arterial-Class C (Truck Route Low speeds),KINGSWAY [EB-S] NW,E,1,0,2,0,0,0,317.007,Mid2794,EBD,11118.80878,11330.27446,11541.74014,11617.01288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.56160441,-113.5103761,,,,,,,,,,,,,,,,,,,,,,,,,12056.83026,50,1
Arterial-Class C (Truck Route Low speeds),KINGSWAY [WB-S] NW,W,1,0,2,0,0,0,450.033,Mid2803,WBD,8177,7678,7179,6680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55579534,-113.4963965,,,,,,,,,,,,,,,,,,,,,,,,,6967.22559,50,4
Arterial-Class C (Truck Route Low speeds),KINGSWAY [WB-S] NW,W,1,0,2,0,0,0,573.369,Mid2811,WBD,13861.16472,14124.78654,14388.40836,14482.24646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.56713682,-113.5229906,,,,,,,,,,,,,,,,,,,,,,,,,15211.72936,60,1
Arterial-Class C (Truck Route Low speeds),MAYFIELD RD [NB-S] NW,N,2,1,0,0,0,0,808.975,Mid2828,NBD,12992.78724,13239.89362,13487,13605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.54822636,-113.6112811,,,,,,,,,,,,,,,,,,,,,,,,,13985.0739,60,2
Arterial-Class C (Truck Route Low speeds),MAYFIELD RD [NB-S] NW,N,2,1,0,0,0,0,483.384,Mid2831,NBD,10696.61096,10900.04697,11103.48298,11175.89751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55396239,-113.6066954,,,,,,,,,,,,,,,,,,,,,,,,,11519.05222,60,4
Arterial-Class C (Truck Route Low speeds),MAYFIELD RD [SB-S] NW,S,2,1,0,0,0,0,849.316,Mid2837,SBD,14758.61946,15039.30973,15320,15781.33333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.54849615,-113.6113451,,,,,,,,,,,,,,,,,,,,,,,,,16062.30072,50,2
Arterial-Class C (Truck Route Low speeds),MAYFIELD RD [SB-S] NW,S,2,1,0,0,0,0,483.905,Mid2838,SBD,13276.73834,13529.24511,13781.75188,13871.63349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5539631,-113.6069127,,,,,,,,,,,,,,,,,,,,,,,,,14254.41038,60,2
Arterial-Class C (Truck Route Low speeds),RABBIT HILL RD [NB-S] NW,N,2,0,0,0,0,0,444.399,Mid2902,NBD,8712.066143,8877.758621,9043.451098,9102.430538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.43068138,-113.5824523,,,,,,,,,,,,,,,,,,,,,,,,,9560.9276,100,3
Arterial-Class C (Truck Route Low speeds),RABBIT HILL RD [NB-S] SW,N,2,0,0,0,0,0,585.077,Mid2903,NBD,1960.903591,1998.197497,2035.491403,2048.766439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.42719607,-113.5880066,,,,,,,,,,,,,,,,,,,,,,,,,5135.529239,60,1
Arterial-Class C (Truck Route Low speeds),RABBIT HILL RD [SB-S] NW,S,2,0,0,0,0,0,448.564,Mid2905,SBD,12782.24274,13025.34483,13268.44692,13354.98087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.43077175,-113.5825958,,,,,,,,,,,,,,,,,,,,,,,,,14027.68246,100,3
Arterial-Class C (Truck Route Low speeds),RAY GIBBON DR [NB-S] NW,N,1,0,2,0,0,0,761.477,Mid2910,NBD,8149.857143,7502.714286,6855.571429,6208.428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59615284,-113.6506288,,,,,,,,,,,,,,,,,,,,,,,,,5656.9167,60,2
Arterial-Class C (Truck Route Low speeds),RAY GIBBON DR [SB-S] NW,S,1,0,2,0,0,0,768.03,Mid2912,SBD,9359.571429,9711.142857,10062.71429,10414.28571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59615328,-113.6507783,,,,,,,,,,,,,,,,,,,,,,,,,10813.79905,60,2
Arterial-Class C (Truck Route Low speeds),ROPER RD [EB-S] NW,E,2,1,0,0,0,0,885.098,Mid2913,EBD,8516,7912,6865,5818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.48971604,-113.448454,,,,,,,,,,,,,,,,,,,,,,,,,7673.338895,60,2
Arterial-Class C (Truck Route Low speeds),ROPER RD [WB-S] NW,W,2,1,0,0,0,0,920.245,Mid2925,WBD,8016,7396,6611,5826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.49016327,-113.4480037,,,,,,,,,,,,,,,,,,,,,,,,,7203.873431,60,2
Arterial-Class C (Truck Route Low speeds),ST ALBERT TR [NB-S] NW,N,3,1,0,0,0,0,377.352,Mid2961,NBD,15365.75411,15657.99132,15950.22852,16054.25248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57209434,-113.5501226,,,,,,,,,,,,,,,,,,,,,,,,,17517.6442,60,2
Arterial-Class C (Truck Route Low speeds),ST ALBERT TR [SB-S] NW,S,3,1,0,0,0,0,370.397,Mid2965,SBD,16281.63622,16591.29234,16900.94847,17011.17281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57209493,-113.5502796,,,,,,,,,,,,,,,,,,,,,,,,,18382.59368,60,2
Arterial-Class C (Truck Route Low speeds),ST ALBERT TR NW,D,3,1,0,0,0,0,433.353,Mid2967,NBD,15925.49086,16228.37355,16531.25624,16639.06954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57525011,-113.5529743,,,,,,,,,,,,,,,,,,,,,,,,,17681.22298,60,4
Arterial-Class C (Truck Route Low speeds),ST ALBERT TR NW,D,3,1,0,0,0,0,433.353,Mid2967,SBD,16631.34954,16947.65677,17263.964,17376.55586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57525011,-113.5529743,,,,,,,,,,,,,,,,,,,,,,,,,18519.88068,60,4
Arterial-Class C (Truck Route Low speeds),STONY PLAIN RD [EB-S] NW,E,2,0,0,0,0,0,825.712,Mid2976,EBD,2841.982178,2896.033084,2950.08399,2969.323803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5411976,-113.6335005,,,,,,,,,,,,,,,,,,,,,,,,,2983.265547,60,3
Arterial-Class C (Truck Route Low speeds),STONY PLAIN RD [WB-S] NW,W,2,0,0,0,0,0,378.385,Mid2982,WBD,22619.56226,23049.75772,23479.95319,23633.08438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.54131553,-113.6427772,,,,,,,,,,,,,,,,,,,,,,,,,26985.53481,70,4
Arterial-Class C (Truck Route Low speeds),STONY PLAIN RD [WB-S] NW,W,2,0,0,0,0,0,310.125,Mid2986,WBD,24942.94434,25417.32759,25891.71083,26060.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.54135144,-113.6251492,,,,,,,,,,,,,,,,,,,,,,,,,27032.66986,50,2
Arterial-Class C (Truck Route Low speeds),TERRACE RD [EB-S] NW,E,2,1,0,0,0,0,412.487,Mid2991,EBD,7722.264592,7869.132296,8016,8334.333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.53984194,-113.4258776,,,,,,,,,,,,,,,,,,,,,,,,,8637.224838,60,4
Arterial-Class C (Truck Route Low speeds),TERRACE RD [WB-S] NW,W,2,1,0,0,0,0,419.499,Mid2995,WBD,7363.896026,7503.948013,7644,7895.333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.54002237,-113.426026,,,,,,,,,,,,,,,,,,,,,,,,,8217.45104,60,2
Arterial-Class C (Truck Route Low speeds),TERWILLEGAR DR [NB-S] NW,N,2,0,0,0,0,0,782.883,Mid2998,NBD,10267.4521,10462.72605,10658,12854.66667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.43975744,-113.6090226,,,,,,,,,,,,,,,,,,,,,,,,,15439.08539,70,2
Arterial-Class C (Truck Route Low speeds),TERWILLEGAR DR [SB-S] NW,S,2,0,0,0,0,0,800.583,Mid3000,SBD,10489.02406,10688.51203,10888,12820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.44011932,-113.6097687,,,,,,,,,,,,,,,,,,,,,,,,,15249.03663,70,2
Arterial-Class C (Truck Route Low speeds),WINTERBURN RD [NB-S] NW,N,2,1,0,0,0,0,350.392,Mid3030,NBD,4743.156437,4833.365272,4923.574108,4955.684598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.56741378,-113.6889113,,,,,,,,,,,,,,,,,,,,,,,,,4835.206533,60,2
Arterial-Class C (Truck Route Low speeds),WINTERBURN RD [SB-S] NW,S,2,1,0,0,0,0,1004.89,Mid3035,SBD,4235.152083,4315.699319,4396.246554,4424.917927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.56669536,-113.6890871,,,,,,,,,,,,,,,,,,,,,,,,,5728.61395,50,2
Arterial-Class D (Non-Truck Route Low speeds),100 AV NW,D,2,0,0,0,0,2,489.625,Mid3048,EBD,3990.209384,4066.098119,4141.986854,4169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.53880951,-113.5176431,,,,,,,,,,,,,,,,,,,,,,,,,5685.213605,40,2
Arterial-Class D (Non-Truck Route Low speeds),100 AV NW,D,2,0,0,0,0,2,489.625,Mid3048,WBD,4360.612606,4443.545941,4526.479277,4556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.53880951,-113.5176431,,,,,,,,,,,,,,,,,,,,,,,,,6429.105388,40,2
Arterial-Class D (Non-Truck Route Low speeds),100 AV NW,D,2,0,0,0,0,0,333.455,Mid3051,EBD,18160.6,18482.2,18803.8,19125.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.53924431,-113.6124888,,,,,,,,,,,,,,,,,,,,,,,,,18907.39889,60,3
Arterial-Class D (Non-Truck Route Low speeds),100 AV NW,D,2,0,0,0,0,1,816.134,Mid3059,EBD,11785,11558,10619,9680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.53923911,-113.5841847,,,,,,,,,,,,,,,,,,,,,,,,,10440.87713,60,2
Arterial-Class D (Non-Truck Route Low speeds),100 AV NW,D,2,0,0,0,0,1,816.134,Mid3059,WBD,3225,2992,2801.5,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.53923911,-113.5841847,,,,,,,,,,,,,,,,,,,,,,,,,3204.711351,60,2
Arterial-Class D (Non-Truck Route Low speeds),100 AV NW,D,2,0,0,0,0,0,819.617,Mid3062,EBD,12179.5,12086,11537,10988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.53928136,-113.5965193,,,,,,,,,,,,,,,,,,,,,,,,,11325.41057,60,4
Arterial-Class D (Non-Truck Route Low speeds),102 AV NW,D,1,0,2,0,0,1,429.579,Mid3091,EBD,10324.39161,10520.74848,10717.10535,10787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.54304078,-113.5425088,,,,,,,,,,,,,,,,,,,,,,,,,11330.35024,60,2
Arterial-Class D (Non-Truck Route Low speeds),102A AV NW,D,2,0,0,0,0,1,498.617,Mid3110,WBD,3700.333333,3273.666667,2847,2688.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.54558365,-113.4829194,,,,,,,,,,,,,,,,,,,,,,,,,2928.454961,20,2
Arterial-Class D (Non-Truck Route Low speeds),104 ST [SB-S] NW,S,2.5,1,1,0,0,1,517.838,Mid3123,SBD,13475.70906,13732,13590.33333,13448.66667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.52120442,-113.4976452,,,,,,,,,,,,,,,,,,,,,,,,,13800.61401,50,2
Arterial-Class D (Non-Truck Route Low speeds),106 AV NW,D,2,0,1,0,0,1,417.085,Mid3152,EBD,6570.538237,6695.501562,6820.464888,6864.946491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.54937281,-113.4461366,,,,,,,,,,,,,,,,,,,,,,,,,7307.582089,40,2
Arterial-Class D (Non-Truck Route Low speeds),106 AV NW,D,2,0,1,0,0,1,518.44,Mid3153,EBD,5308.155731,5409.110138,5510.064546,5546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.54931544,-113.4531959,,,,,,,,,,,,,,,,,,,,,,,,,6162.799031,40,2
Arterial-Class D (Non-Truck Route Low speeds),106 AV NW,D,2,0,1,0,0,1,518.44,Mid3153,WBD,4390.283148,4473.78078,4557.278412,4587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.54931544,-113.4531959,,,,,,,,,,,,,,,,,,,,,,,,,5209.804927,40,2
Arterial-Class D (Non-Truck Route Low speeds),106 AV NW,D,2,0,1,0,0,0,991.705,Mid3155,WBD,1683.563998,1715.583255,1747.602513,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.54976545,-113.5159146,,,,,,,,,,,,,,,,,,,,,,,,,2073.603422,50,2
Arterial-Class D (Non-Truck Route Low speeds),106 AV NW,D,2,0,1,0,0,0,480.048,Mid3157,WBD,1804.287751,1838.603022,1872.918292,1885.133062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.54980985,-113.5048102,,,,,,,,,,,,,,,,,,,,,,,,,2047.782683,50,3
Arterial-Class D (Non-Truck Route Low speeds),106 AV NW,D,2,0,1,0,0,0,480.482,Mid3158,EBD,1961.819473,1999.130798,2036.442123,2049.72336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.54977871,-113.4973445,,,,,,,,,,,,,,,,,,,,,,,,,2119.416104,40,2
Arterial-Class D (Non-Truck Route Low speeds),106 AV NW,D,2,0,1,0,0,0,480.482,Mid3158,WBD,1992.959465,2030.863033,2068.766601,2082.258651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.54977871,-113.4973445,,,,,,,,,,,,,,,,,,,,,,,,,2726.964807,40,2
Arterial-Class D (Non-Truck Route Low speeds),106 AV NW,D,2,0,1,0,0,0,852.622,Mid3160,EBD,6878.36442,7009.18221,7140,7675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.54990171,-113.4249221,,,,,,,,,,,,,,,,,,,,,,,,,7921.126621,40,2
Arterial-Class D (Non-Truck Route Low speeds),106 AV NW,D,2,0,1,0,0,0,852.622,Mid3160,WBD,7812.82009,7961.410045,8110,8686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.54990171,-113.4249221,,,,,,,,,,,,,,,,,,,,,,,,,9307.026757,40,2
Arterial-Class D (Non-Truck Route Low speeds),106 ST NW,D,2,0,1,0,0,0,356.051,Mid3164,SBD,5086.265661,5183,5009.5,4836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.53569395,-113.5029144,,,,,,,,,,,,,,,,,,,,,,,,,4790.421962,40,2
Arterial-Class D (Non-Truck Route Low speeds),106 ST NW,D,2,0,1,0,0,1,377.402,Mid3173,NBD,3742,3199,2656,2113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.56292364,-113.5034224,,,,,,,,,,,,,,,,,,,,,,,,,2159.219033,50,2
Arterial-Class D (Non-Truck Route Low speeds),106 ST NW,D,2,0,1,0,0,1,377.402,Mid3173,SBD,2763.8,2682.6,2601.4,2520.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.56292364,-113.5034224,,,,,,,,,,,,,,,,,,,,,,,,,2592.001415,50,2
Arterial-Class D (Non-Truck Route Low speeds),107 AV NW,D,3,1,0,0,0,0,628.665,Mid3188,EBD,6189.418037,6307.132938,6424.84784,6466.749314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55329479,-113.6226141,,,,,,,,,,,,,,,,,,,,,,,,,6792.484901,50,4
Arterial-Class D (Non-Truck Route Low speeds),107 AV NW,D,3,1,0,0,0,0,628.665,Mid3188,WBD,5333.425437,5434.860442,5536.295447,5572.401974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55329479,-113.6226141,,,,,,,,,,,,,,,,,,,,,,,,,5853.088535,50,4
Arterial-Class D (Non-Truck Route Low speeds),107 AV NW,D,3,1,0,0,0,0,819.467,Mid3189,EBD,4228.022198,4308.433832,4388.845465,4417.46857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55323891,-113.6335413,,,,,,,,,,,,,,,,,,,,,,,,,4573.6454,60,4
Arterial-Class D (Non-Truck Route Low speeds),107 AV NW,D,3,1,0,0,0,0,819.467,Mid3189,WBD,4088.989427,4166.756834,4244.52424,4272.206113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55323891,-113.6335413,,,,,,,,,,,,,,,,,,,,,,,,,4374.869628,60,4
Arterial-Class D (Non-Truck Route Low speeds),111 AV NW,D,2,1,0,0,0,0,767.748,Mid3212,EBD,3333.25,3267.5,3201.75,3136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55953956,-113.608488,,,,,,,,,,,,,,,,,,,,,,,,,3330.85,50,2
Arterial-Class D (Non-Truck Route Low speeds),111 AV NW,D,2,1,0,0,0,0,767.748,Mid3212,WBD,3222.25,3107.5,2992.75,2878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55953956,-113.608488,,,,,,,,,,,,,,,,,,,,,,,,,2985.4,50,2
Arterial-Class D (Non-Truck Route Low speeds),111 AV NW,D,2,1,0,0,0,0,852.502,Mid3214,EBD,4580.666667,4570.333333,4560,4549.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55796093,-113.6500108,,,,,,,,,,,,,,,,,,,,,,,,,5000.8235,50,2
Arterial-Class D (Non-Truck Route Low speeds),111 ST [NB-S] NW,N,2,1,0,0,0,0,337.099,Mid3219,NBD,12807,13216.16667,13625.33333,14034.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.44095281,-113.5180749,,,,,,,,,,,,,,,,,,,,,,,,,14143.35,60,2
Arterial-Class D (Non-Truck Route Low speeds),111 ST [SB-S] NW,S,2,1,0,0,0,0,374.878,Mid3227,SBD,12860,12983.5,13107,13230.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.44104341,-113.5182575,,,,,,,,,,,,,,,,,,,,,,,,,13288.45,60,2
Arterial-Class D (Non-Truck Route Low speeds),111 ST [SB-S] NW,S,2,1,0,0,0,0,520.027,Mid3234,SBD,13380,14118,13445.5,12773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.45146025,-113.5165017,,,,,,,,,,,,,,,,,,,,,,,,,13133.95,60,2
Arterial-Class D (Non-Truck Route Low speeds),112 ST NW,D,2,0,0,0,0,0,1992.35,Mid3250,NBD,4299.222222,3652.444445,3005.666667,3316.777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.63540371,-113.5164966,,,,,,,,,,,,,,,,,,,,,,,,,4335.98541,60,2
Arterial-Class D (Non-Truck Route Low speeds),112 ST NW,D,2,0,0,0,0,0,1992.35,Mid3250,SBD,4085.777778,3469.555555,2853.333333,3218.222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.63540371,-113.5164966,,,,,,,,,,,,,,,,,,,,,,,,,4138.181329,60,2
Arterial-Class D (Non-Truck Route Low speeds),113A ST [SB-S] NW,S,1,0,2,0,0,0,481.402,Mid3256,SBD,9378.333333,9010.666667,8643,8182.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59712486,-113.5167586,,,,,,,,,,,,,,,,,,,,,,,,,8851.673243,50,2
Arterial-Class D (Non-Truck Route Low speeds),113A ST [SB-S] NW,S,1,0,2,0,0,0,310.337,Mid3257,SBD,7739.979293,7887.183908,8034.388523,8086.787075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59353025,-113.5166984,,,,,,,,,,,,,,,,,,,,,,,,,8494.125323,50,3
Arterial-Class D (Non-Truck Route Low speeds),114 ST [NB-S] NW,N,3,1,0,0,0,0,479.218,Mid3262,NBD,18386.61951,18736.30976,19086,18736.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.51008655,-113.5257253,,,,,,,,,,,,,,,,,,,,,,,,,19587.03268,50,3
Arterial-Class D (Non-Truck Route Low speeds),114 ST [NB-S] NW,N,3,1,0,0,0,0,449.68,Mid3263,NBD,18906.42374,19266,18912.66667,18559.33333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.51421998,-113.5256882,,,,,,,,,,,,,,,,,,,,,,,,,19685.04189,50,2
Arterial-Class D (Non-Truck Route Low speeds),114 ST [SB-S] NW,S,3,1,0,0,0,0,414.548,Mid3270,SBD,20131.25788,20514.12894,20897,19810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.51044666,-113.5258946,,,,,,,,,,,,,,,,,,,,,,,,,20355.54444,50,3
Arterial-Class D (Non-Truck Route Low speeds),114 ST [SB-S] NW,S,3,1,0,0,0,0,479.743,Mid3271,SBD,17793.58846,18132,18057.33333,17982.66667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.51440054,-113.5259002,,,,,,,,,,,,,,,,,,,,,,,,,18787.76966,50,2
