FUNCTION00,STREET_N01,Segment_Di,Lanes,Median,Park,Shoulder,Bikelane,PedCrossin,Length,Index,Dir_drive,ADTJan2009-Dec2009,ADTJan2010-Dec2010,ADTJan2011-Dec2011,ADTJan2012-Dec2012,ADTJan2013-Dec2013,ADTJan2014-Dec2014,ADTJan2015-Dec2015,ADTJan2016-Dec2016,ADTJan2017-Dec2017,ADTJan2018-Dec2018,CollisionsJan2009-Dec2009,CollisionsJan2010-Dec2010,CollisionsJan2011-Dec2011,CollisionsJan2012-Dec2012,CollisionsJan2013-Dec2013,CollisionsJan2014-Dec2014,CollisionsJan2015-Dec2015,CollisionsJan2016-Dec2016,CollisionsJan2017-Dec2017,CollisionsJan2018-Dec2018,LnAvgADT,LnLength,SumCollisions,Offset,Offset2,Distance_to_school,Distance_to_senior,Number of DFS,Site_ID,Location_D,Direction,Speed_Limi,Ward,Neighbourh,Neighbou_1,Latitude,Longitude,Interventi,Enforcemen,Site_ID.1,Location_D.1,Direction.1,Speed_Limi.1,Ward.1,Neighbourh.1,Neighbou_1.1,Latitude.1,Longitude.1,Interventi.1,Enforcemen.1,Site_ID.2,Location_D.2,Direction.2,Speed_Limi.2,Ward.2,Neighbourh.2,Neighbou_1.2,Latitude.2,Longitude.2,Interventi.2,Enforcemen.2,avgADT,speed_osm,lanes_osm
Arterial-Class C (Truck Route Low speeds),118 AV NW,D,2,0,0,0,0,0,669.435,Mid1279,EBD,9461.2,9158.4,8855.6,8552.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57032033,-113.5563278,,,,,,,,,,,,,,,,,,,,,,,,,8349.766537,40,2
Arterial-Class C (Truck Route Low speeds),118 AV NW,D,2,0,0,0,0,0,669.435,Mid1279,WBD,9577.8,9272.6,8967.4,8662.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57032033,-113.5563278,,,,,,,,,,,,,,,,,,,,,,,,,8376.191363,40,2
Arterial-Class C (Truck Route Low speeds),118 AV NW,D,2,0,0,0,0,0,709.476,Mid1285,EBD,9977,9031.5,8086,8451.333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57037622,-113.5716635,,,,,,,,,,,,,,,,,,,,,,,,,9036.356886,60,2
Arterial-Class C (Truck Route Low speeds),118 AV NW,D,2,0,0,0,0,0,709.476,Mid1285,WBD,8872,8019.5,7167,7707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57037622,-113.5716635,,,,,,,,,,,,,,,,,,,,,,,,,8146.059195,60,2
Arterial-Class C (Truck Route Low speeds),118 AV NW,D,2,0,0,0,0,0,335.004,Mid1289,EBD,12200,12052.5,11905,11757.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57027282,-113.5436974,,,,,,,,,,,,,,,,,,,,,,,,,12001.96357,50,2
Arterial-Class C (Truck Route Low speeds),118 AV NW,D,2,0,0,0,0,0,335.004,Mid1289,WBD,13564,13376,13188,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57027282,-113.5436974,,,,,,,,,,,,,,,,,,,,,,,,,13281.70973,50,2
Arterial-Class C (Truck Route Low speeds),118 AV NW,D,2,0,0,0,0,1,461.29,Mid1293,EBD,3267.867358,3330.018062,3392.168765,3414.291759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57036547,-113.499457,,,,,,,,,,,,,,,,,,,,,,,,,4061.847801,50,2
Arterial-Class C (Truck Route Low speeds),118 AV NW,D,2,0,0,0,0,1,461.29,Mid1293,WBD,5484.302057,5588.606545,5692.911033,5730.038972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57036547,-113.499457,,,,,,,,,,,,,,,,,,,,,,,,,6494.081126,50,2
Arterial-Class C (Truck Route Low speeds),118 AV NW,D,2,0,0,0,0,2,317.607,Mid1296,EBD,6042.578099,6157.50029,6272.422482,6313.329871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57041379,-113.4896242,,,,,,,,,,,,,,,,,,,,,,,,,6512.92236,50,2
Arterial-Class C (Truck Route Low speeds),118 AV NW,D,2,0,0,0,0,2,317.607,Mid1296,WBD,6877.665957,7008.470463,7139.27497,7185.835783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57041379,-113.4896242,,,,,,,,,,,,,,,,,,,,,,,,,7589.361064,50,2
Arterial-Class C (Truck Route Low speeds),118 AV NW,D,2,0,0,0,0,1,496.716,Mid1297,EBD,7348.723351,7488.486773,7628.250195,7678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57038741,-113.4834789,,,,,,,,,,,,,,,,,,,,,,,,,8064.747301,50,4
Arterial-Class C (Truck Route Low speeds),118 AV NW,D,2,0,0,0,0,1,496.716,Mid1297,WBD,7683.713345,7829.847853,7975.982361,8028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57038741,-113.4834789,,,,,,,,,,,,,,,,,,,,,,,,,8432.377094,50,4
Arterial-Class C (Truck Route Low speeds),118 AV NW,D,2,0,0,0,0,1,413.182,Mid1300,EBD,7575.25,7524.5,7473.75,7423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57034135,-113.39683,,,,,,,,,,,,,,,,,,,,,,,,,7915.919641,50,2
Arterial-Class C (Truck Route Low speeds),118 AV NW,D,2,0,0,0,0,1,413.182,Mid1300,WBD,7631.5,7371,7110.5,6850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57034135,-113.39683,,,,,,,,,,,,,,,,,,,,,,,,,7683.005344,50,2
Arterial-Class C (Truck Route Low speeds),118 AV NW,D,2,0,0,0,0,0,506.889,Mid1301,EBD,7705.8,7549.6,7393.4,7237.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57040329,-113.4468325,,,,,,,,,,,,,,,,,,,,,,,,,6861.6,50,2
Arterial-Class C (Truck Route Low speeds),118 AV NW,D,2,0,0,0,0,0,506.889,Mid1301,WBD,7645.4,7808.8,7972.2,8135.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57040329,-113.4468325,,,,,,,,,,,,,,,,,,,,,,,,,7780.1,50,2
Arterial-Class C (Truck Route Low speeds),118 AV NW,D,2,0,0,0,0,4,1221.93,Mid1304,EBD,7226,7436,7646,7856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57040293,-113.4091703,,,,,,,,,,,,,,,,,,,,,,,,,8035.625,50,4
Arterial-Class C (Truck Route Low speeds),118 AV NW,D,2,0,0,0,0,4,1221.93,Mid1304,WBD,6908,6895.75,6883.5,6871.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57040293,-113.4091703,,,,,,,,,,,,,,,,,,,,,,,,,7474.25,50,4
Arterial-Class C (Truck Route Low speeds),119 ST NW,D,2,1,0,0,0,0,563.588,Mid1305,NBD,3457,3289,3271.5,3254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55627972,-113.5270032,,,,,,,,,,,,,,,,,,,,,,,,,3538.013226,50,2
Arterial-Class C (Truck Route Low speeds),119 ST NW,D,2,1,0,0,0,0,563.588,Mid1305,SBD,4305.5,3914,4077.5,4241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55627972,-113.5270032,,,,,,,,,,,,,,,,,,,,,,,,,4628.416228,50,2
Arterial-Class C (Truck Route Low speeds),119 ST NW,D,2,1,0,0,0,0,1072.91,Mid1307,NBD,4706.2,4626.4,4546.6,4466.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5637381,-113.5270075,,,,,,,,,,,,,,,,,,,,,,,,,4021.238634,50,2
Arterial-Class C (Truck Route Low speeds),119 ST NW,D,2,1,0,0,0,0,1072.91,Mid1307,SBD,4219.6,4176.2,4132.8,4089.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5637381,-113.5270075,,,,,,,,,,,,,,,,,,,,,,,,,3922.787836,50,2
Arterial-Class C (Truck Route Low speeds),127 AV NW,D,2,0,0,0,0,0,1627.27,Mid1328,EBD,6151,5917,5683,5449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.58485288,-113.5042647,,,,,,,,,,,,,,,,,,,,,,,,,7141.883305,60,4
Arterial-Class C (Truck Route Low speeds),127 AV NW,D,2,0,0,0,0,0,1627.27,Mid1328,WBD,6114.5,5743.333333,5372.166667,5001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.58485288,-113.5042647,,,,,,,,,,,,,,,,,,,,,,,,,6888.462698,60,4
Arterial-Class C (Truck Route Low speeds),127 ST [NB-S] NW,N,2,0,0,0,0,0,302.443,Mid1337,NBD,15210.71982,15500.00847,15789.29712,15892.27152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.60081489,-113.5410599,,,,,,,,,,,,,,,,,,,,,,,,,16246.69965,60,2
Arterial-Class C (Truck Route Low speeds),127 ST [NB-S] NW,N,2,0,0,0,0,0,316.678,Mid1338,NBD,13501.69191,13758.47701,14015.26211,14106.66663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6155521,-113.541148,,,,,,,,,,,,,,,,,,,,,,,,,14279.18913,60,2
Arterial-Class C (Truck Route Low speeds),127 ST [NB-S] NW,N,2,0,0,0,0,0,758.374,Mid1339,NBD,8779.333333,8326.666667,7874,11052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.62031445,-113.5411039,,,,,,,,,,,,,,,,,,,,,,,,,9870.225,60,2
Arterial-Class C (Truck Route Low speeds),127 ST [NB-S] NW,N,2,0,0,0,0,0,554.413,Mid1340,NBD,11004.16302,11213.44828,11422.73354,11497.23014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.62624506,-113.5410864,,,,,,,,,,,,,,,,,,,,,,,,,11402.09847,40,2
Arterial-Class C (Truck Route Low speeds),127 ST [NB-S] NW,N,2,0,0,0,0,0,372.566,Mid1345,NBD,3665,4737.6,5810.2,6882.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.63046844,-113.5410935,,,,,,,,,,,,,,,,,,,,,,,,,7597.235015,60,2
Arterial-Class C (Truck Route Low speeds),127 ST [SB-S] NW,S,2,0,0,0,0,0,318.083,Mid1352,SBD,13974.62265,14240.4023,14506.18194,14600.78814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.61555284,-113.5413414,,,,,,,,,,,,,,,,,,,,,,,,,14700.46713,60,2
Arterial-Class C (Truck Route Low speeds),127 ST [SB-S] NW,S,2,0,0,0,0,0,758.973,Mid1353,SBD,9060,8561,8062,10997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6203152,-113.5412988,,,,,,,,,,,,,,,,,,,,,,,,,10626.85,60,2
Arterial-Class C (Truck Route Low speeds),127 ST [SB-S] NW,S,2,0,0,0,0,0,553.969,Mid1354,SBD,10752.39951,10956.89655,11161.39359,11234.18579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.62624581,-113.5412829,,,,,,,,,,,,,,,,,,,,,,,,,11271.74107,40,2
Arterial-Class C (Truck Route Low speeds),127 ST NW,D,2,0,0,0,0,0,471.109,Mid1367,SBD,14013.48131,14280,13641,13002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59434548,-113.5411769,,,,,,,,,,,,,,,,,,,,,,,,,13687.47459,50,2
Arterial-Class C (Truck Route Low speeds),127 ST NW,D,2,0,0,0,0,0,512.856,Mid1368,NBD,13530.9769,13788.31897,14045.66103,14137.26381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.58985258,-113.5411923,,,,,,,,,,,,,,,,,,,,,,,,,14849.36964,50,2
Arterial-Class C (Truck Route Low speeds),127 ST NW,D,2,0,0,0,0,0,512.856,Mid1368,SBD,13007.34379,13254.72701,13502.11024,13590.16809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.58985258,-113.5411923,,,,,,,,,,,,,,,,,,,,,,,,,14274.71626,50,2
Arterial-Class C (Truck Route Low speeds),127 ST NW,D,2,0,0,0,0,0,419.082,Mid1371,NBD,16005.82191,16310.23239,16614.64288,16723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.60863348,-113.5412834,,,,,,,,,,,,,,,,,,,,,,,,,16344.97511,40,2
Arterial-Class C (Truck Route Low speeds),127 ST NW,D,2,0,0,0,0,0,419.082,Mid1371,SBD,15713.90205,16012.76059,16311.61913,16418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.60863348,-113.5412834,,,,,,,,,,,,,,,,,,,,,,,,,15817.85014,40,2
Arterial-Class C (Truck Route Low speeds),127 ST NW,D,2,0,0,0,0,0,416.84,Mid1372,NBD,13383.67777,13638.21839,13892.75901,13983.36459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6123176,-113.5412571,,,,,,,,,,,,,,,,,,,,,,,,,14687.7184,40,2
Arterial-Class C (Truck Route Low speeds),127 ST NW,D,2,0,0,0,0,0,416.84,Mid1372,SBD,12913.36956,13158.96552,13404.56147,13491.98313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6123176,-113.5412571,,,,,,,,,,,,,,,,,,,,,,,,,14171.58564,40,2
Arterial-Class C (Truck Route Low speeds),127 ST NW,D,2,0,0,0,0,0,1358.64,Mid1373,NBD,2770.543374,2823.235604,2875.927835,2894.684017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.64448685,-113.5412181,,,,,,,,,,,,,,,,,,,,,,,,,3539.884046,60,2
Arterial-Class C (Truck Route Low speeds),127 ST NW,D,2,0,0,0,0,0,1358.64,Mid1373,SBD,2939.981564,2995.896294,3051.811024,3071.714279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.64448685,-113.5412181,,,,,,,,,,,,,,,,,,,,,,,,,3726.298159,60,2
Arterial-Class C (Truck Route Low speeds),137 AV [EB-S] NW,E,3,1,0,0,0,0,446.227,Mid1375,EBD,16715,14088,13673,13739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59758106,-113.4174182,,,,,,,,,,,,,,,,,,,,,,,,,15849.51608,60,2
Arterial-Class C (Truck Route Low speeds),137 AV [EB-S] NW,E,3,1,0,0,0,0,1719.44,Mid1380,EBD,3980.2,3512.4,3044.6,2576.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.60183473,-113.6277199,,,,,,,,,,,,,,,,,,,,,,,,,3180.360685,60,2
Arterial-Class C (Truck Route Low speeds),137 AV [EB-S] NW,E,3,1,0,0,0,0,1581.04,Mid1382,EBD,9678.5,8410.75,7143,6959.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59932893,-113.6029523,,,,,,,,,,,,,,,,,,,,,,,,,7991.619375,50,2
Arterial-Class C (Truck Route Low speeds),137 AV [EB-S] NW,E,3,1,0,0,0,1,568.675,Mid1386,EBD,21473,20108.8,18744.6,17380.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59939765,-113.5464366,,,,,,,,,,,,,,,,,,,,,,,,,17492.15144,60,3
Arterial-Class C (Truck Route Low speeds),137 AV [EB-S] NW,E,3,1,0,0,0,0,452.125,Mid1390,EBD,8411.461272,8571.436625,8731.411978,8788.356366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59936369,-113.5866807,,,,,,,,,,,,,,,,,,,,,,,,,10173.97998,60,2
Arterial-Class C (Truck Route Low speeds),137 AV [EB-S] NW,E,3,1,0,0,0,0,308.977,Mid1392,EBD,9422.595118,9601.800958,9781.006797,9844.796417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59933131,-113.5774102,,,,,,,,,,,,,,,,,,,,,,,,,11608.63338,60,3
Arterial-Class C (Truck Route Low speeds),137 AV [EB-S] NW,E,3,1,0,0,0,0,398.619,Mid1396,EBD,16210.68629,16518.99304,16827.29978,16937.04381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59931125,-113.5717666,,,,,,,,,,,,,,,,,,,,,,,,,18940.0064,60,4
Arterial-Class C (Truck Route Low speeds),137 AV [EB-S] NW,E,3,1,0,0,0,0,1191.2,Mid1398,EBD,19669,18720,17771,14157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59940869,-113.526097,,,,,,,,,,,,,,,,,,,,,,,,,16836.87882,60,3
Arterial-Class C (Truck Route Low speeds),137 AV [EB-S] NW,E,3,1,0,0,0,0,422.405,Mid1400,EBD,13992.40061,14258.51837,14524.63613,14619.36268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59936564,-113.5380679,,,,,,,,,,,,,,,,,,,,,,,,,14880.51873,60,3
Arterial-Class C (Truck Route Low speeds),137 AV [EB-S] NW,E,3,1,0,0,0,0,420.313,Mid1406,EBD,14176,13805,13434,12366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59942646,-113.427407,,,,,,,,,,,,,,,,,,,,,,,,,13832.01629,40,2
Arterial-Class C (Truck Route Low speeds),137 AV [EB-S] NW,E,3,1,0,0,0,0,815.539,Mid1409,EBD,15193.09317,15482.04659,15771,15337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59943556,-113.5104509,,,,,,,,,,,,,,,,,,,,,,,,,15115.71398,40,2
Arterial-Class C (Truck Route Low speeds),137 AV [EB-S] NW,E,3,1,0,0,0,0,1152.17,Mid1412,EBD,14398,13536.5,12675,10710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59947197,-113.4765905,,,,,,,,,,,,,,,,,,,,,,,,,13435.41997,40,2
Arterial-Class C (Truck Route Low speeds),137 AV [EB-S] NW,E,3,1,0,0,0,0,588.716,Mid1423,EBD,13983,13299,12615,11361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59962697,-113.4510191,,,,,,,,,,,,,,,,,,,,,,,,,12873.59193,40,2
Arterial-Class C (Truck Route Low speeds),137 AV [WB-S] NW,W,3,1,0,0,0,0,441.643,Mid1424,WBD,14109,13004,12691,12223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59757712,-113.4166101,,,,,,,,,,,,,,,,,,,,,,,,,13881.50937,60,2
Arterial-Class C (Truck Route Low speeds),137 AV [WB-S] NW,W,3,1,0,0,0,0,422.173,Mid1429,WBD,14268,13827.5,13387,12243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59960606,-113.4273819,,,,,,,,,,,,,,,,,,,,,,,,,13781.12155,60,2
Arterial-Class C (Truck Route Low speeds),137 AV [WB-S] NW,W,3,1,0,0,0,0,1760.43,Mid1433,WBD,4983,4271,3559,2847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.60192371,-113.6274382,,,,,,,,,,,,,,,,,,,,,,,,,3637.44901,60,4
Arterial-Class C (Truck Route Low speeds),137 AV [WB-S] NW,W,3,1,0,0,0,0,1550.73,Mid1437,WBD,10915.5,9363,7810.5,7418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59941583,-113.6020632,,,,,,,,,,,,,,,,,,,,,,,,,8595.607833,70,3
Arterial-Class C (Truck Route Low speeds),137 AV [WB-S] NW,W,3,1,0,0,0,0,405.119,Mid1441,WBD,8961.906418,9132.350542,9302.794665,9363.465488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59945251,-113.5863792,,,,,,,,,,,,,,,,,,,,,,,,,10717.80475,70,3
Arterial-Class C (Truck Route Low speeds),137 AV [WB-S] NW,W,3,1,0,0,0,0,364.85,Mid1448,WBD,17041.31797,17365.42228,17689.52659,17804.89387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59949044,-113.5716198,,,,,,,,,,,,,,,,,,,,,,,,,19229.45003,60,2
Arterial-Class C (Truck Route Low speeds),137 AV [WB-S] NW,W,3,1,0,0,0,0,615.803,Mid1450,WBD,20686.15115,21079.57557,21473,18233.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5995303,-113.5578724,,,,,,,,,,,,,,,,,,,,,,,,,18080.79114,60,3
Arterial-Class C (Truck Route Low speeds),137 AV [WB-S] NW,W,3,1,0,0,0,1,634.018,Mid1454,WBD,21178,20300.2,19422.4,18544.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59957538,-113.5459135,,,,,,,,,,,,,,,,,,,,,,,,,18750.59365,60,2
Arterial-Class C (Truck Route Low speeds),137 AV [WB-S] NW,W,3,1,0,0,0,0,371.304,Mid1458,WBD,13977.24961,14243.07921,14508.90882,14603.5328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59963358,-113.5376451,,,,,,,,,,,,,,,,,,,,,,,,,15129.79403,60,3
Arterial-Class C (Truck Route Low speeds),137 AV [WB-S] NW,W,3,1,0,0,0,0,769.765,Mid1464,WBD,14369.42349,14642.71174,14916,14692.33333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59961419,-113.5101844,,,,,,,,,,,,,,,,,,,,,,,,,14596.21352,60,3
Arterial-Class C (Truck Route Low speeds),137 AV [WB-S] NW,W,3,1,0,0,0,0,798.422,Mid1466,WBD,15776,15217,14658,12599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59956446,-113.4981813,,,,,,,,,,,,,,,,,,,,,,,,,15061.35,60,3
Arterial-Class C (Truck Route Low speeds),137 AV [WB-S] NW,W,3,1,0,0,0,0,450.371,Mid1474,WBD,13709,13513,13317,11970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59981146,-113.4520605,,,,,,,,,,,,,,,,,,,,,,,,,13154.19322,40,2
Arterial-Class C (Truck Route Low speeds),137 AV [WB-S] NW,W,3,1,0,0,0,0,742.007,Mid1475,WBD,14333,13949.5,13566,11408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59976251,-113.4610678,,,,,,,,,,,,,,,,,,,,,,,,,13527.70366,40,2
Arterial-Class C (Truck Route Low speeds),142 ST NW,D,2,0,0,0,0,0,832.898,Mid1499,NBD,6965.007056,7097.47268,7229.938303,7277.090404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.56658109,-113.5658284,,,,,,,,,,,,,,,,,,,,,,,,,7643.643552,40,2
Arterial-Class C (Truck Route Low speeds),142 ST NW,D,2,0,0,0,0,0,832.898,Mid1499,SBD,6972.136942,7104.738167,7237.339392,7284.539761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.56658109,-113.5658284,,,,,,,,,,,,,,,,,,,,,,,,,7651.468139,40,2
Arterial-Class C (Truck Route Low speeds),142 ST NW,D,2,0,0,0,0,0,928.419,Mid1502,NBD,8324,7784,7244,6704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57484811,-113.5658162,,,,,,,,,,,,,,,,,,,,,,,,,7094.830107,40,2
Arterial-Class C (Truck Route Low speeds),142 ST NW,D,2,0,0,0,0,0,928.419,Mid1502,SBD,7257.25,6794.5,6331.75,5869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57484811,-113.5658162,,,,,,,,,,,,,,,,,,,,,,,,,5910.526752,40,2
Arterial-Class C (Truck Route Low speeds),149 ST NW,D,1,0,0,0,0,0,517.459,Mid1529,NBD,13458,13105,12752,12314.66667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5654564,-113.5779804,,,,,,,,,,,,,,,,,,,,,,,,,12043.5,60,2
Arterial-Class C (Truck Route Low speeds),149 ST NW,D,1,0,0,0,0,0,517.459,Mid1529,SBD,13059.66667,12697.33333,12335,11977.33333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5654564,-113.5779804,,,,,,,,,,,,,,,,,,,,,,,,,11959.55,60,2
Arterial-Class C (Truck Route Low speeds),149 ST NW,D,1,0,0,0,0,0,577.617,Mid1530,NBD,9230.973843,9406.535289,9582.096734,9644.589105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57417286,-113.5780083,,,,,,,,,,,,,,,,,,,,,,,,,10130.39515,50,2
Arterial-Class C (Truck Route Low speeds),149 ST NW,D,1,0,0,0,0,0,577.617,Mid1530,SBD,9444.424795,9624.045808,9803.66682,9867.604224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57417286,-113.5780083,,,,,,,,,,,,,,,,,,,,,,,,,10364.64373,50,2
Arterial-Class C (Truck Route Low speeds),153 AV [EB-S] NW,E,1,0,0,0,0,0,367.49,Mid1533,EBD,7839.635679,7988.735632,8137.835586,8190.908797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.61446219,-113.396765,,,,,,,,,,,,,,,,,,,,,,,,,8603.491744,60,2
Arterial-Class C (Truck Route Low speeds),153 AV [WB-S] NW,W,1,0,0,0,0,0,415.231,Mid1546,WBD,7218.094536,7355.373563,7492.65259,7541.518057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6147303,-113.3964725,,,,,,,,,,,,,,,,,,,,,,,,,7921.390648,60,2
Arterial-Class C (Truck Route Low speeds),153 AV NW,D,1,0,0,0,0,0,759.588,Mid1549,EBD,1226.666667,1095.333333,964,4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6160195,-113.3849429,,,,,,,,,,,,,,,,,,,,,,,,,4230.059868,60,2
Arterial-Class C (Truck Route Low speeds),153 AV NW,D,1,0,0,0,0,0,759.588,Mid1549,WBD,1196.666667,1081.333333,966,4326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6160195,-113.3849429,,,,,,,,,,,,,,,,,,,,,,,,,4128.940572,60,2
Arterial-Class C (Truck Route Low speeds),153 AV NW,D,1,0,0,0,0,0,569.764,Mid1551,EBD,2345,2434,2523,2331.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.61596188,-113.3738314,,,,,,,,,,,,,,,,,,,,,,,,,3212.309868,60,2
Arterial-Class C (Truck Route Low speeds),153 AV NW,D,1,0,0,0,0,0,569.764,Mid1551,WBD,2272.666667,2363.333333,2454,2201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.61596188,-113.3738314,,,,,,,,,,,,,,,,,,,,,,,,,3104.490572,60,2
Arterial-Class C (Truck Route Low speeds),156 ST [NB-S] NW,N,2,0,0,0,0,0,593.321,Mid1554,NBD,15879.98281,16182,15450,14718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.58230446,-113.5907491,,,,,,,,,,,,,,,,,,,,,,,,,15534.34828,60,2
Arterial-Class C (Truck Route Low speeds),156 ST [NB-S] NW,N,2,0,0,0,0,0,333.923,Mid1555,NBD,9853.743685,10041.14943,10228.55517,10295.2636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59748853,-113.5901326,,,,,,,,,,,,,,,,,,,,,,,,,10813.84466,50,2
Arterial-Class C (Truck Route Low speeds),156 ST [SB-S] NW,S,2,0,0,0,0,0,561.756,Mid1566,SBD,14028.20136,14295,14401.5,14508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.58239493,-113.5909294,,,,,,,,,,,,,,,,,,,,,,,,,14649.32014,60,2
Arterial-Class C (Truck Route Low speeds),156 ST [SB-S] NW,S,2,0,0,0,0,0,374.842,Mid1567,SBD,9691.146424,9875.45977,10059.77312,10125.38079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59766898,-113.5903469,,,,,,,,,,,,,,,,,,,,,,,,,10635.40471,70,2
Arterial-Class C (Truck Route Low speeds),156 ST NW,D,2,0,0,0,0,0,300.74,Mid1576,NBD,12651,12143,11635,11127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57223905,-113.5904085,,,,,,,,,,,,,,,,,,,,,,,,,11896.9,60,2
