FUNCTION00,STREET_N01,Segment_Di,Lanes,Median,Park,Shoulder,Bikelane,PedCrossin,Length,Index,Dir_drive,ADTJan2009-Dec2009,ADTJan2010-Dec2010,ADTJan2011-Dec2011,ADTJan2012-Dec2012,ADTJan2013-Dec2013,ADTJan2014-Dec2014,ADTJan2015-Dec2015,ADTJan2016-Dec2016,ADTJan2017-Dec2017,ADTJan2018-Dec2018,CollisionsJan2009-Dec2009,CollisionsJan2010-Dec2010,CollisionsJan2011-Dec2011,CollisionsJan2012-Dec2012,CollisionsJan2013-Dec2013,CollisionsJan2014-Dec2014,CollisionsJan2015-Dec2015,CollisionsJan2016-Dec2016,CollisionsJan2017-Dec2017,CollisionsJan2018-Dec2018,LnAvgADT,LnLength,SumCollisions,Offset,Offset2,Distance_to_school,Distance_to_senior,Number of DFS,Site_ID,Location_D,Direction,Speed_Limi,Ward,Neighbourh,Neighbou_1,Latitude,Longitude,Interventi,Enforcemen,Site_ID.1,Location_D.1,Direction.1,Speed_Limi.1,Ward.1,Neighbourh.1,Neighbou_1.1,Latitude.1,Longitude.1,Interventi.1,Enforcemen.1,Site_ID.2,Location_D.2,Direction.2,Speed_Limi.2,Ward.2,Neighbourh.2,Neighbou_1.2,Latitude.2,Longitude.2,Interventi.2,Enforcemen.2,avgADT,speed_osm,lanes_osm
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5605021,-113.4833095,,,,,,,,,,,,,,,,,,,,,,,,,8906.295542,50,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5605021,-113.4833095,,,,,,,,,,,,,,,,,,,,,,,,,9603.033445,50,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55926965,-113.4892679,,,,,,,,,,,,,,,,,,,,,,,,,10640.32096,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55926965,-113.4892679,,,,,,,,,,,,,,,,,,,,,,,,,11160.98633,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.43745012,-113.5185479,,,,,,,,,,,,,,,,,,,,,,,,,13773.8,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.46332041,-113.5161215,,,,,,,,,,,,,,,,,,,,,,,,,13092.30124,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.47365461,-113.5161651,,,,,,,,,,,,,,,,,,,,,,,,,11922.12625,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.47985487,-113.5161277,,,,,,,,,,,,,,,,,,,,,,,,,14253.65022,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.49567164,-113.5164375,,,,,,,,,,,,,,,,,,,,,,,,,12869.31047,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.49234709,-113.5165115,,,,,,,,,,,,,,,,,,,,,,,,,13621.5308,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.43088438,-113.5171024,,,,,,,,,,,,,,,,,,,,,,,,,17389.60749,60,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.42719707,-113.5163648,,,,,,,,,,,,,,,,,,,,,,,,,14414.90212,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.43772013,-113.5186532,,,,,,,,,,,,,,,,,,,,,,,,,14098.7,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.45963841,-113.5166934,,,,,,,,,,,,,,,,,,,,,,,,,12867.05713,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.46368163,-113.5165616,,,,,,,,,,,,,,,,,,,,,,,,,12224.9535,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.47392615,-113.5166486,,,,,,,,,,,,,,,,,,,,,,,,,12216.14168,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.48030648,-113.5166966,,,,,,,,,,,,,,,,,,,,,,,,,14120.67371,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.49612296,-113.5169372,,,,,,,,,,,,,,,,,,,,,,,,,13322.1922,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.49234885,-113.5169454,,,,,,,,,,,,,,,,,,,,,,,,,13811.23038,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.43088587,-113.517471,,,,,,,,,,,,,,,,,,,,,,,,,16911.31508,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.56107407,-113.4702668,,,,,,,,,,,,,,,,,,,,,,,,,9979.42385,50,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.561164,-113.4702838,,,,,,,,,,,,,,,,,,,,,,,,,10197.42346,50,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.56122994,-113.4649098,,,,,,,,,,,,,,,,,,,,,,,,,12325.30341,50,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.50010006,-113.5227185,,,,,,,,,,,,,,,,,,,,,,,,,11749.1407,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.50504248,-113.5227414,,,,,,,,,,,,,,,,,,,,,,,,,12385.03243,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.50001106,-113.5229335,,,,,,,,,,,,,,,,,,,,,,,,,13492.96515,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.50504336,-113.5229599,,,,,,,,,,,,,,,,,,,,,,,,,12193.62686,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57037445,-113.5970175,,,,,,,,,,,,,,,,,,,,,,,,,8452.871833,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5703084,-113.39033,,,,,,,,,,,,,,,,,,,,,,,,,8508.028874,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57048285,-113.6025583,,,,,,,,,,,,,,,,,,,,,,,,,8793.571884,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57045106,-113.4572604,,,,,,,,,,,,,,,,,,,,,,,,,8923.142175,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57039857,-113.3903906,,,,,,,,,,,,,,,,,,,,,,,,,7748.110676,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57032033,-113.5563278,,,,,,,,,,,,,,,,,,,,,,,,,8349.766537,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57032033,-113.5563278,,,,,,,,,,,,,,,,,,,,,,,,,8376.191363,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57037622,-113.5716635,,,,,,,,,,,,,,,,,,,,,,,,,9036.356886,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57037622,-113.5716635,,,,,,,,,,,,,,,,,,,,,,,,,8146.059195,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57027282,-113.5436974,,,,,,,,,,,,,,,,,,,,,,,,,12001.96357,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57027282,-113.5436974,,,,,,,,,,,,,,,,,,,,,,,,,13281.70973,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57036547,-113.499457,,,,,,,,,,,,,,,,,,,,,,,,,4061.847801,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57036547,-113.499457,,,,,,,,,,,,,,,,,,,,,,,,,6494.081126,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57041379,-113.4896242,,,,,,,,,,,,,,,,,,,,,,,,,6512.92236,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57041379,-113.4896242,,,,,,,,,,,,,,,,,,,,,,,,,7589.361064,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57038741,-113.4834789,,,,,,,,,,,,,,,,,,,,,,,,,8064.747301,50,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57038741,-113.4834789,,,,,,,,,,,,,,,,,,,,,,,,,8432.377094,50,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57034135,-113.39683,,,,,,,,,,,,,,,,,,,,,,,,,7915.919641,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57034135,-113.39683,,,,,,,,,,,,,,,,,,,,,,,,,7683.005344,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57040329,-113.4468325,,,,,,,,,,,,,,,,,,,,,,,,,6861.6,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57040329,-113.4468325,,,,,,,,,,,,,,,,,,,,,,,,,7780.1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57040293,-113.4091703,,,,,,,,,,,,,,,,,,,,,,,,,8035.625,50,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57040293,-113.4091703,,,,,,,,,,,,,,,,,,,,,,,,,7474.25,50,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55627972,-113.5270032,,,,,,,,,,,,,,,,,,,,,,,,,3538.013226,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55627972,-113.5270032,,,,,,,,,,,,,,,,,,,,,,,,,4628.416228,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5637381,-113.5270075,,,,,,,,,,,,,,,,,,,,,,,,,4021.238634,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5637381,-113.5270075,,,,,,,,,,,,,,,,,,,,,,,,,3922.787836,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.58485288,-113.5042647,,,,,,,,,,,,,,,,,,,,,,,,,7141.883305,60,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.58485288,-113.5042647,,,,,,,,,,,,,,,,,,,,,,,,,6888.462698,60,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.60081489,-113.5410599,,,,,,,,,,,,,,,,,,,,,,,,,16246.69965,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6155521,-113.541148,,,,,,,,,,,,,,,,,,,,,,,,,14279.18913,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.62031445,-113.5411039,,,,,,,,,,,,,,,,,,,,,,,,,9870.225,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.62624506,-113.5410864,,,,,,,,,,,,,,,,,,,,,,,,,11402.09847,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.63046844,-113.5410935,,,,,,,,,,,,,,,,,,,,,,,,,7597.235015,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.61555284,-113.5413414,,,,,,,,,,,,,,,,,,,,,,,,,14700.46713,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6203152,-113.5412988,,,,,,,,,,,,,,,,,,,,,,,,,10626.85,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.62624581,-113.5412829,,,,,,,,,,,,,,,,,,,,,,,,,11271.74107,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59434548,-113.5411769,,,,,,,,,,,,,,,,,,,,,,,,,13687.47459,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.58985258,-113.5411923,,,,,,,,,,,,,,,,,,,,,,,,,14849.36964,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.58985258,-113.5411923,,,,,,,,,,,,,,,,,,,,,,,,,14274.71626,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.60863348,-113.5412834,,,,,,,,,,,,,,,,,,,,,,,,,16344.97511,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.60863348,-113.5412834,,,,,,,,,,,,,,,,,,,,,,,,,15817.85014,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6123176,-113.5412571,,,,,,,,,,,,,,,,,,,,,,,,,14687.7184,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6123176,-113.5412571,,,,,,,,,,,,,,,,,,,,,,,,,14171.58564,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.64448685,-113.5412181,,,,,,,,,,,,,,,,,,,,,,,,,3539.884046,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.64448685,-113.5412181,,,,,,,,,,,,,,,,,,,,,,,,,3726.298159,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59758106,-113.4174182,,,,,,,,,,,,,,,,,,,,,,,,,15849.51608,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.60183473,-113.6277199,,,,,,,,,,,,,,,,,,,,,,,,,3180.360685,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59932893,-113.6029523,,,,,,,,,,,,,,,,,,,,,,,,,7991.619375,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59939765,-113.5464366,,,,,,,,,,,,,,,,,,,,,,,,,17492.15144,60,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59936369,-113.5866807,,,,,,,,,,,,,,,,,,,,,,,,,10173.97998,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59933131,-113.5774102,,,,,,,,,,,,,,,,,,,,,,,,,11608.63338,60,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59931125,-113.5717666,,,,,,,,,,,,,,,,,,,,,,,,,18940.0064,60,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59940869,-113.526097,,,,,,,,,,,,,,,,,,,,,,,,,16836.87882,60,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59936564,-113.5380679,,,,,,,,,,,,,,,,,,,,,,,,,14880.51873,60,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59942646,-113.427407,,,,,,,,,,,,,,,,,,,,,,,,,13832.01629,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59943556,-113.5104509,,,,,,,,,,,,,,,,,,,,,,,,,15115.71398,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59947197,-113.4765905,,,,,,,,,,,,,,,,,,,,,,,,,13435.41997,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59962697,-113.4510191,,,,,,,,,,,,,,,,,,,,,,,,,12873.59193,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59757712,-113.4166101,,,,,,,,,,,,,,,,,,,,,,,,,13881.50937,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59960606,-113.4273819,,,,,,,,,,,,,,,,,,,,,,,,,13781.12155,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.60192371,-113.6274382,,,,,,,,,,,,,,,,,,,,,,,,,3637.44901,60,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59941583,-113.6020632,,,,,,,,,,,,,,,,,,,,,,,,,8595.607833,70,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59945251,-113.5863792,,,,,,,,,,,,,,,,,,,,,,,,,10717.80475,70,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59949044,-113.5716198,,,,,,,,,,,,,,,,,,,,,,,,,19229.45003,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5995303,-113.5578724,,,,,,,,,,,,,,,,,,,,,,,,,18080.79114,60,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59957538,-113.5459135,,,,,,,,,,,,,,,,,,,,,,,,,18750.59365,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59963358,-113.5376451,,,,,,,,,,,,,,,,,,,,,,,,,15129.79403,60,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59961419,-113.5101844,,,,,,,,,,,,,,,,,,,,,,,,,14596.21352,60,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59956446,-113.4981813,,,,,,,,,,,,,,,,,,,,,,,,,15061.35,60,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59981146,-113.4520605,,,,,,,,,,,,,,,,,,,,,,,,,13154.19322,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59976251,-113.4610678,,,,,,,,,,,,,,,,,,,,,,,,,13527.70366,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.56658109,-113.5658284,,,,,,,,,,,,,,,,,,,,,,,,,7643.643552,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.56658109,-113.5658284,,,,,,,,,,,,,,,,,,,,,,,,,7651.468139,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57484811,-113.5658162,,,,,,,,,,,,,,,,,,,,,,,,,7094.830107,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57484811,-113.5658162,,,,,,,,,,,,,,,,,,,,,,,,,5910.526752,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5654564,-113.5779804,,,,,,,,,,,,,,,,,,,,,,,,,12043.5,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5654564,-113.5779804,,,,,,,,,,,,,,,,,,,,,,,,,11959.55,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57417286,-113.5780083,,,,,,,,,,,,,,,,,,,,,,,,,10130.39515,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57417286,-113.5780083,,,,,,,,,,,,,,,,,,,,,,,,,10364.64373,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.61446219,-113.396765,,,,,,,,,,,,,,,,,,,,,,,,,8603.491744,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6147303,-113.3964725,,,,,,,,,,,,,,,,,,,,,,,,,7921.390648,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6160195,-113.3849429,,,,,,,,,,,,,,,,,,,,,,,,,4230.059868,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6160195,-113.3849429,,,,,,,,,,,,,,,,,,,,,,,,,4128.940572,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.61596188,-113.3738314,,,,,,,,,,,,,,,,,,,,,,,,,3212.309868,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.61596188,-113.3738314,,,,,,,,,,,,,,,,,,,,,,,,,3104.490572,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.58230446,-113.5907491,,,,,,,,,,,,,,,,,,,,,,,,,15534.34828,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59748853,-113.5901326,,,,,,,,,,,,,,,,,,,,,,,,,10813.84466,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.58239493,-113.5909294,,,,,,,,,,,,,,,,,,,,,,,,,14649.32014,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59766898,-113.5903469,,,,,,,,,,,,,,,,,,,,,,,,,10635.40471,70,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57223905,-113.5904085,,,,,,,,,,,,,,,,,,,,,,,,,11896.9,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57223905,-113.5904085,,,,,,,,,,,,,,,,,,,,,,,,,12513.65,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57556362,-113.5903431,,,,,,,,,,,,,,,,,,,,,,,,,12723.49064,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57556362,-113.5903431,,,,,,,,,,,,,,,,,,,,,,,,,13343.02597,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.60557648,-113.5903232,,,,,,,,,,,,,,,,,,,,,,,,,6753.666341,70,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.60557648,-113.5903232,,,,,,,,,,,,,,,,,,,,,,,,,6807.282482,70,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.62815955,-113.4045,,,,,,,,,,,,,,,,,,,,,,,,,4693.908752,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.62824823,-113.4042629,,,,,,,,,,,,,,,,,,,,,,,,,4516.785206,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6286166,-113.4244556,,,,,,,,,,,,,,,,,,,,,,,,,7619.296688,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6286166,-113.4244556,,,,,,,,,,,,,,,,,,,,,,,,,6506.622166,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.62867522,-113.4367813,,,,,,,,,,,,,,,,,,,,,,,,,8477.470026,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.62867522,-113.4367813,,,,,,,,,,,,,,,,,,,,,,,,,7611.347743,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.62864499,-113.3592915,,,,,,,,,,,,,,,,,,,,,,,,,2054.283902,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.52958131,-113.3690947,,,,,,,,,,,,,,,,,,,,,,,,,5160.810831,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.52958131,-113.3690947,,,,,,,,,,,,,,,,,,,,,,,,,5218.410831,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55393419,-113.3692139,,,,,,,,,,,,,,,,,,,,,,,,,5961.539805,70,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55393419,-113.3692139,,,,,,,,,,,,,,,,,,,,,,,,,5023.849308,70,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4747627,-113.3684862,,,,,,,,,,,,,,,,,,,,,,,,,5877.862654,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4850982,-113.3687546,,,,,,,,,,,,,,,,,,,,,,,,,5602.318932,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.47476461,-113.3688477,,,,,,,,,,,,,,,,,,,,,,,,,6019.431788,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.48527905,-113.3689673,,,,,,,,,,,,,,,,,,,,,,,,,5684.393625,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.51439594,-113.3693112,,,,,,,,,,,,,,,,,,,,,,,,,6257.186682,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.44744812,-113.3691398,,,,,,,,,,,,,,,,,,,,,,,,,4212.418553,40,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.44744812,-113.3691398,,,,,,,,,,,,,,,,,,,,,,,,,3970.486486,40,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.45670268,-113.3689063,,,,,,,,,,,,,,,,,,,,,,,,,6334.153781,40,1
